source_split,row_index,utterance_id,speaker_id,label,route_split
train,1030,Ses01M_script03_1_M031,Ses01M,1,private
train,1031,Ses01M_script03_1_M033,Ses01M,1,private
train,1032,Ses01M_script03_1_M037,Ses01M,1,private
train,1033,Ses01M_script03_1_M039,Ses01M,1,private
train,1034,Ses01M_script03_1_M040,Ses01M,1,private
train,1035,Ses01M_script03_1_M041,Ses01M,1,private
train,1036,Ses01M_script03_2_F006,Ses01F,2,private
train,1037,Ses01M_script03_2_F010,Ses01F,2,private
train,1038,Ses01M_script03_2_F011,Ses01F,0,private
train,1039,Ses01M_script03_2_F015,Ses01F,0,private
train,1040,Ses01M_script03_2_F017,Ses01F,0,private
train,1041,Ses01M_script03_2_F022,Ses01F,0,private
train,1042,Ses01M_script03_2_F023,Ses01F,0,private
train,1043,Ses01M_script03_2_F024,Ses01F,0,private
train,1044,Ses01M_script03_2_F025,Ses01F,0,private
train,1045,Ses01M_script03_2_F026,Ses01F,0,private
train,1046,Ses01M_script03_2_F027,Ses01F,0,private
train,1047,Ses01M_script03_2_F028,Ses01F,0,private
train,1048,Ses01M_script03_2_F029,Ses01F,0,private
train,1049,Ses01M_script03_2_F030,Ses01F,0,private
train,1050,Ses01M_script03_2_F031,Ses01F,0,private
train,1051,Ses01M_script03_2_F033,Ses01F,0,private
train,1052,Ses01M_script03_2_F034,Ses01F,0,private
train,1053,Ses01M_script03_2_F035,Ses01F,0,private
train,1054,Ses01M_script03_2_F036,Ses01F,0,private
train,1055,Ses01M_script03_2_F037,Ses01F,0,private
train,1056,Ses01M_script03_2_F038,Ses01F,0,private
train,1057,Ses01M_script03_2_F039,Ses01F,0,private
train,1058,Ses01M_script03_2_F040,Ses01F,0,private
train,1059,Ses01M_script03_2_F041,Ses01F,0,private
train,1060,Ses01M_script03_2_M012,Ses01M,2,private
train,1061,Ses01M_script03_2_M013,Ses01M,2,private
train,1062,Ses01M_script03_2_M018,Ses01M,2,private
train,1063,Ses01M_script03_2_M022,Ses01M,0,private
train,1064,Ses01M_script03_2_M023,Ses01M,0,private
train,1065,Ses01M_script03_2_M024,Ses01M,0,private
train,1066,Ses01M_script03_2_M025,Ses01M,0,private
train,1067,Ses01M_script03_2_M026,Ses01M,0,private
train,1068,Ses01M_script03_2_M027,Ses01M,0,private
train,1069,Ses01M_script03_2_M028,Ses01M,0,private
train,1070,Ses01M_script03_2_M029,Ses01M,0,private
train,1071,Ses01M_script03_2_M030,Ses01M,0,private
train,1072,Ses01M_script03_2_M031,Ses01M,0,private
train,1073,Ses01M_script03_2_M032,Ses01M,0,private
train,1074,Ses01M_script03_2_M033,Ses01M,0,private
train,1075,Ses01M_script03_2_M034,Ses01M,0,private
train,1076,Ses01M_script03_2_M035,Ses01M,0,private
train,1077,Ses01M_script03_2_M036,Ses01M,0,private
train,1078,Ses01M_script03_2_M037,Ses01M,0,private
train,1079,Ses01M_script03_2_M038,Ses01M,0,private
train,1080,Ses01M_script03_2_M039,Ses01M,0,private
train,1081,Ses01M_script03_2_M040,Ses01M,0,private
train,1082,Ses01M_script03_2_M041,Ses01M,0,private
train,1083,Ses01M_script03_2_M042,Ses01M,0,private
train,1084,Ses01M_script03_2_M043,Ses01M,0,private
train,1085,Ses02F_impro01_F000,Ses02F,2,private
train,1086,Ses02F_impro01_F018,Ses02F,0,private
train,1087,Ses02F_impro01_F019,Ses02F,0,private
train,1088,Ses02F_impro01_F020,Ses02F,0,private
train,1089,Ses02F_impro01_F021,Ses02F,0,private
train,1090,Ses02F_impro01_M000,Ses02M,2,private
train,1091,Ses02F_impro01_M001,Ses02M,2,private
train,1092,Ses02F_impro01_M002,Ses02M,2,private
train,1093,Ses02F_impro01_M004,Ses02M,2,private
train,1094,Ses02F_impro01_M017,Ses02M,0,private
train,1095,Ses02F_impro01_M019,Ses02M,0,private
train,1096,Ses02F_impro02_F000,Ses02F,3,private
train,1097,Ses02F_impro02_F001,Ses02F,3,private
train,1098,Ses02F_impro02_F002,Ses02F,3,private
train,1099,Ses02F_impro02_F003,Ses02F,3,private
train,1100,Ses02F_impro02_F004,Ses02F,3,private
train,1101,Ses02F_impro02_F005,Ses02F,3,private
train,1102,Ses02F_impro02_F006,Ses02F,3,private
train,1103,Ses02F_impro02_F007,Ses02F,3,private
train,1104,Ses02F_impro02_F008,Ses02F,3,private
train,1105,Ses02F_impro02_F009,Ses02F,3,private
train,1106,Ses02F_impro02_F010,Ses02F,3,private
train,1107,Ses02F_impro02_F011,Ses02F,3,private
train,1108,Ses02F_impro02_F012,Ses02F,3,private
train,1109,Ses02F_impro02_F013,Ses02F,3,private
train,1110,Ses02F_impro02_M007,Ses02M,3,private
train,1111,Ses02F_impro02_M012,Ses02M,3,private
train,1112,Ses02F_impro03_F000,Ses02F,1,private
train,1113,Ses02F_impro03_F001,Ses02F,1,private
train,1114,Ses02F_impro03_F004,Ses02F,1,private
train,1115,Ses02F_impro03_F009,Ses02F,1,private
train,1116,Ses02F_impro03_F011,Ses02F,1,private
train,1117,Ses02F_impro03_F012,Ses02F,1,private
train,1118,Ses02F_impro03_F013,Ses02F,1,private
train,1119,Ses02F_impro03_F014,Ses02F,1,private
train,1120,Ses02F_impro03_F015,Ses02F,1,private
train,1121,Ses02F_impro03_F016,Ses02F,1,private
train,1122,Ses02F_impro03_F017,Ses02F,1,private
train,1123,Ses02F_impro03_F018,Ses02F,1,private
train,1124,Ses02F_impro03_F019,Ses02F,1,private
train,1125,Ses02F_impro03_F021,Ses02F,1,private
train,1126,Ses02F_impro03_F023,Ses02F,1,private
train,1127,Ses02F_impro03_F024,Ses02F,1,private
train,1128,Ses02F_impro03_F026,Ses02F,1,private
train,1129,Ses02F_impro03_F027,Ses02F,1,private
train,1130,Ses02F_impro03_F028,Ses02F,1,private
train,1131,Ses02F_impro03_F029,Ses02F,1,private
train,1132,Ses02F_impro03_F030,Ses02F,1,private
train,1133,Ses02F_impro03_M001,Ses02M,2,private
train,1134,Ses02F_impro03_M004,Ses02M,1,private
train,1135,Ses02F_impro03_M005,Ses02M,1,private
train,1136,Ses02F_impro03_M009,Ses02M,1,private
train,1137,Ses02F_impro03_M010,Ses02M,1,private
train,1138,Ses02F_impro03_M011,Ses02M,1,private
train,1139,Ses02F_impro03_M012,Ses02M,1,private
train,1140,Ses02F_impro03_M013,Ses02M,2,private
train,1141,Ses02F_impro03_M014,Ses02M,2,private
train,1142,Ses02F_impro03_M015,Ses02M,2,private
train,1143,Ses02F_impro03_M016,Ses02M,2,private
train,1144,Ses02F_impro03_M017,Ses02M,2,private
train,1145,Ses02F_impro03_M018,Ses02M,2,private
train,1146,Ses02F_impro03_M019,Ses02M,1,private
train,1147,Ses02F_impro03_M020,Ses02M,1,private
train,1148,Ses02F_impro03_M022,Ses02M,1,private
train,1149,Ses02F_impro03_M023,Ses02M,1,private
train,1150,Ses02F_impro03_M024,Ses02M,1,private
train,1151,Ses02F_impro03_M025,Ses02M,1,private
train,1152,Ses02F_impro03_M026,Ses02M,1,private
train,1153,Ses02F_impro04_F009,Ses02F,3,private
train,1154,Ses02F_impro04_F016,Ses02F,3,private
train,1155,Ses02F_impro04_M000,Ses02M,2,private
train,1156,Ses02F_impro04_M001,Ses02M,2,private
train,1157,Ses02F_impro04_M003,Ses02M,2,private
train,1158,Ses02F_impro04_M004,Ses02M,2,private
train,1159,Ses02F_impro04_M005,Ses02M,2,private
train,1160,Ses02F_impro04_M006,Ses02M,2,private
train,1161,Ses02F_impro04_M007,Ses02M,2,private
train,1162,Ses02F_impro04_M008,Ses02M,2,private
train,1163,Ses02F_impro04_M009,Ses02M,2,private
train,1164,Ses02F_impro04_M010,Ses02M,2,private
train,1165,Ses02F_impro04_M011,Ses02M,2,private
train,1166,Ses02F_impro04_M012,Ses02M,2,private
train,1167,Ses02F_impro04_M013,Ses02M,2,private
train,1168,Ses02F_impro04_M015,Ses02M,2,private
train,1169,Ses02F_impro04_M016,Ses02M,2,private
train,1170,Ses02F_impro04_M017,Ses02M,2,private
train,1171,Ses02F_impro04_M018,Ses02M,2,private
train,1172,Ses02F_impro04_M019,Ses02M,2,private
train,1173,Ses02F_impro05_F000,Ses02F,2,private
train,1174,Ses02F_impro05_F001,Ses02F,2,private
train,1175,Ses02F_impro05_F004,Ses02F,2,private
train,1176,Ses02F_impro05_F006,Ses02F,0,private
train,1177,Ses02F_impro05_F010,Ses02F,0,private
train,1178,Ses02F_impro05_F019,Ses02F,0,private
train,1179,Ses02F_impro05_M000,Ses02M,2,private
train,1180,Ses02F_impro05_M001,Ses02M,2,private
train,1181,Ses02F_impro05_M002,Ses02M,2,private
train,1182,Ses02F_impro05_M003,Ses02M,2,private
train,1183,Ses02F_impro05_M004,Ses02M,2,private
train,1184,Ses02F_impro05_M005,Ses02M,2,private
train,1185,Ses02F_impro05_M006,Ses02M,2,private
train,1186,Ses02F_impro05_M007,Ses02M,2,private
train,1187,Ses02F_impro05_M008,Ses02M,2,private
train,1188,Ses02F_impro05_M009,Ses02M,2,private
train,1189,Ses02F_impro05_M010,Ses02M,2,private
train,1190,Ses02F_impro05_M011,Ses02M,2,private
train,1191,Ses02F_impro05_M012,Ses02M,2,private
train,1192,Ses02F_impro05_M013,Ses02M,2,private
train,1193,Ses02F_impro05_M014,Ses02M,2,private
train,1194,Ses02F_impro05_M015,Ses02M,2,private
train,1195,Ses02F_impro05_M016,Ses02M,2,private
train,1196,Ses02F_impro05_M017,Ses02M,2,private
train,1197,Ses02F_impro05_M018,Ses02M,2,private
train,1198,Ses02F_impro05_M019,Ses02M,2,private
train,1199,Ses02F_impro05_M020,Ses02M,2,private
train,1200,Ses02F_impro05_M021,Ses02M,2,private
train,1201,Ses02F_impro06_F000,Ses02F,3,private
train,1202,Ses02F_impro06_F001,Ses02F,3,private
train,1203,Ses02F_impro06_F002,Ses02F,3,private
train,1204,Ses02F_impro06_F003,Ses02F,3,private
train,1205,Ses02F_impro06_F004,Ses02F,3,private
train,1206,Ses02F_impro06_F005,Ses02F,3,private
train,1207,Ses02F_impro06_F006,Ses02F,3,private
train,1208,Ses02F_impro06_F007,Ses02F,3,private
train,1209,Ses02F_impro06_F008,Ses02F,3,private
train,1210,Ses02F_impro06_F009,Ses02F,3,private
train,1211,Ses02F_impro06_F010,Ses02F,3,private
train,1212,Ses02F_impro06_F011,Ses02F,3,private
train,1213,Ses02F_impro06_F012,Ses02F,3,private
train,1214,Ses02F_impro06_F013,Ses02F,3,private
train,1215,Ses02F_impro06_F014,Ses02F,3,private
train,1216,Ses02F_impro06_M000,Ses02M,2,private
train,1217,Ses02F_impro06_M001,Ses02M,2,private
train,1218,Ses02F_impro06_M002,Ses02M,2,private
train,1219,Ses02F_impro06_M003,Ses02M,2,private
train,1220,Ses02F_impro06_M004,Ses02M,2,private
train,1221,Ses02F_impro06_M005,Ses02M,2,private
train,1222,Ses02F_impro06_M006,Ses02M,2,private
train,1223,Ses02F_impro06_M007,Ses02M,2,private
train,1224,Ses02F_impro06_M008,Ses02M,2,private
train,1225,Ses02F_impro06_M009,Ses02M,2,private
train,1226,Ses02F_impro06_M010,Ses02M,2,private
train,1227,Ses02F_impro06_M011,Ses02M,2,private
train,1228,Ses02F_impro06_M012,Ses02M,2,private
train,1229,Ses02F_impro06_M013,Ses02M,2,private
train,1230,Ses02F_impro06_M014,Ses02M,2,private
train,1231,Ses02F_impro06_M015,Ses02M,2,private
train,1232,Ses02F_impro06_M016,Ses02M,2,private
train,1233,Ses02F_impro06_M017,Ses02M,2,private
train,1234,Ses02F_impro06_M018,Ses02M,2,private
train,1235,Ses02F_impro06_M019,Ses02M,2,private
train,1236,Ses02F_impro07_F001,Ses02F,1,private
train,1237,Ses02F_impro07_F002,Ses02F,1,private
train,1238,Ses02F_impro07_F003,Ses02F,1,private
train,1239,Ses02F_impro07_F004,Ses02F,1,private
train,1240,Ses02F_impro07_F005,Ses02F,1,private
train,1241,Ses02F_impro07_F006,Ses02F,1,private
train,1242,Ses02F_impro07_F007,Ses02F,1,private
train,1243,Ses02F_impro07_F008,Ses02F,1,private
train,1244,Ses02F_impro07_F009,Ses02F,1,private
train,1245,Ses02F_impro07_F010,Ses02F,1,private
train,1246,Ses02F_impro07_F011,Ses02F,1,private
train,1247,Ses02F_impro07_F012,Ses02F,1,private
train,1248,Ses02F_impro07_F013,Ses02F,1,private
train,1249,Ses02F_impro07_F014,Ses02F,1,private
train,1250,Ses02F_impro07_F015,Ses02F,1,private
train,1251,Ses02F_impro07_F016,Ses02F,1,private
train,1252,Ses02F_impro07_F017,Ses02F,1,private
train,1253,Ses02F_impro07_F018,Ses02F,1,private
train,1254,Ses02F_impro07_F019,Ses02F,1,private
train,1255,Ses02F_impro07_F020,Ses02F,1,private
train,1256,Ses02F_impro07_F021,Ses02F,1,private
train,1257,Ses02F_impro07_F022,Ses02F,1,private
train,1258,Ses02F_impro07_F023,Ses02F,1,private
train,1259,Ses02F_impro07_F024,Ses02F,1,private
train,1260,Ses02F_impro07_F025,Ses02F,1,private
train,1261,Ses02F_impro07_F026,Ses02F,1,private
train,1262,Ses02F_impro07_F027,Ses02F,1,private
train,1263,Ses02F_impro07_F028,Ses02F,1,private
train,1264,Ses02F_impro07_F029,Ses02F,1,private
train,1265,Ses02F_impro07_F030,Ses02F,1,private
train,1266,Ses02F_impro07_F031,Ses02F,1,private
train,1267,Ses02F_impro07_F032,Ses02F,1,private
train,1268,Ses02F_impro07_F033,Ses02F,1,private
train,1269,Ses02F_impro07_F034,Ses02F,1,private
train,1270,Ses02F_impro07_F035,Ses02F,1,private
train,1271,Ses02F_impro07_F036,Ses02F,1,private
train,1272,Ses02F_impro07_F037,Ses02F,1,private
train,1273,Ses02F_impro07_M000,Ses02M,2,private
train,1274,Ses02F_impro07_M001,Ses02M,1,private
train,1275,Ses02F_impro07_M002,Ses02M,1,private
train,1276,Ses02F_impro07_M003,Ses02M,1,private
train,1277,Ses02F_impro07_M004,Ses02M,1,private
train,1278,Ses02F_impro07_M005,Ses02M,1,private
train,1279,Ses02F_impro07_M006,Ses02M,1,private
train,1280,Ses02F_impro07_M007,Ses02M,1,private
train,1281,Ses02F_impro07_M008,Ses02M,1,private
train,1282,Ses02F_impro07_M009,Ses02M,1,private
train,1283,Ses02F_impro07_M010,Ses02M,1,private
train,1284,Ses02F_impro07_M011,Ses02M,1,private
train,1285,Ses02F_impro07_M016,Ses02M,2,private
train,1286,Ses02F_impro07_M017,Ses02M,1,private
train,1287,Ses02F_impro07_M018,Ses02M,1,private
train,1288,Ses02F_impro07_M019,Ses02M,1,private
train,1289,Ses02F_impro07_M023,Ses02M,1,private
train,1290,Ses02F_impro07_M027,Ses02M,1,private
train,1291,Ses02F_impro07_M028,Ses02M,1,private
train,1292,Ses02F_impro07_M029,Ses02M,1,private
train,1293,Ses02F_impro07_M034,Ses02M,1,private
train,1294,Ses02F_impro08_F000,Ses02F,2,private
train,1295,Ses02F_impro08_F001,Ses02F,2,private
train,1296,Ses02F_impro08_F002,Ses02F,2,private
train,1297,Ses02F_impro08_F003,Ses02F,2,private
train,1298,Ses02F_impro08_F004,Ses02F,2,private
train,1299,Ses02F_impro08_F005,Ses02F,2,private
train,1300,Ses02F_impro08_F006,Ses02F,2,private
train,1301,Ses02F_impro08_F007,Ses02F,2,private
train,1302,Ses02F_impro08_F008,Ses02F,2,private
train,1303,Ses02F_impro08_F009,Ses02F,2,private
train,1304,Ses02F_impro08_F010,Ses02F,2,private
train,1305,Ses02F_impro08_F011,Ses02F,2,private
train,1306,Ses02F_impro08_F012,Ses02F,2,private
train,1307,Ses02F_impro08_F013,Ses02F,2,private
train,1308,Ses02F_impro08_F014,Ses02F,2,private
train,1309,Ses02F_impro08_F015,Ses02F,2,private
train,1310,Ses02F_impro08_F016,Ses02F,2,private
train,1311,Ses02F_impro08_F017,Ses02F,2,private
train,1312,Ses02F_impro08_F018,Ses02F,2,private
train,1313,Ses02F_impro08_F019,Ses02F,2,private
train,1314,Ses02F_impro08_F020,Ses02F,2,private
train,1315,Ses02F_impro08_F021,Ses02F,2,private
train,1316,Ses02F_impro08_F022,Ses02F,2,private
train,1317,Ses02F_impro08_F023,Ses02F,2,private
train,1318,Ses02F_impro08_F024,Ses02F,2,private
train,1319,Ses02F_impro08_F025,Ses02F,2,private
train,1320,Ses02F_impro08_F026,Ses02F,2,private
train,1321,Ses02F_impro08_F027,Ses02F,2,private
train,1322,Ses02F_impro08_M003,Ses02M,2,private
train,1323,Ses02F_impro08_M005,Ses02M,2,private
train,1324,Ses02F_impro08_M006,Ses02M,2,private
train,1325,Ses02F_impro08_M007,Ses02M,2,private
train,1326,Ses02F_impro08_M008,Ses02M,2,private
train,1327,Ses02F_impro08_M009,Ses02M,2,private
train,1328,Ses02F_impro08_M010,Ses02M,2,private
train,1329,Ses02F_impro08_M011,Ses02M,2,private
train,1330,Ses02F_impro08_M012,Ses02M,2,private
train,1331,Ses02F_impro08_M013,Ses02M,2,private
train,1332,Ses02F_impro08_M015,Ses02M,2,private
train,1333,Ses02F_impro08_M016,Ses02M,2,private
train,1334,Ses02F_impro08_M018,Ses02M,2,private
train,1335,Ses02F_impro08_M019,Ses02M,2,private
train,1336,Ses02F_script01_1_F004,Ses02F,3,private
train,1337,Ses02F_script01_1_F005,Ses02F,3,private
train,1338,Ses02F_script01_1_F006,Ses02F,3,private
train,1339,Ses02F_script01_1_F017,Ses02F,3,private
train,1340,Ses02F_script01_1_F018,Ses02F,2,private
train,1341,Ses02F_script01_1_F019,Ses02F,0,private
train,1342,Ses02F_script01_1_F021,Ses02F,2,private
train,1343,Ses02F_script01_1_F025,Ses02F,2,private
train,1344,Ses02F_script01_1_F026,Ses02F,2,private
train,1345,Ses02F_script01_1_F027,Ses02F,2,private
train,1346,Ses02F_script01_1_F028,Ses02F,3,private
train,1347,Ses02F_script01_1_F036,Ses02F,0,private
train,1348,Ses02F_script01_1_F037,Ses02F,0,private
train,1349,Ses02F_script01_1_F038,Ses02F,0,private
train,1350,Ses02F_script01_1_F040,Ses02F,0,private
train,1351,Ses02F_script01_1_F044,Ses02F,3,private
train,1352,Ses02F_script01_1_M011,Ses02M,0,private
train,1353,Ses02F_script01_1_M013,Ses02M,0,private
train,1354,Ses02F_script01_1_M017,Ses02M,2,private
train,1355,Ses02F_script01_1_M021,Ses02M,0,private
train,1356,Ses02F_script01_1_M023,Ses02M,0,private
train,1357,Ses02F_script01_1_M025,Ses02M,0,private
train,1358,Ses02F_script01_1_M027,Ses02M,3,private
train,1359,Ses02F_script01_1_M029,Ses02M,2,private
train,1360,Ses02F_script01_1_M036,Ses02M,0,private
train,1361,Ses02F_script01_1_M037,Ses02M,0,private
train,1362,Ses02F_script01_1_M038,Ses02M,0,private
train,1363,Ses02F_script01_1_M040,Ses02M,2,private
train,1364,Ses02F_script01_1_M043,Ses02M,2,private
train,1365,Ses02F_script01_1_M044,Ses02M,2,private
train,1366,Ses02F_script01_2_F005,Ses02F,0,private
train,1367,Ses02F_script01_2_F012,Ses02F,0,private
train,1368,Ses02F_script01_2_F013,Ses02F,0,private
train,1369,Ses02F_script01_2_M001,Ses02M,2,private
train,1370,Ses02F_script01_2_M002,Ses02M,2,private
train,1371,Ses02F_script01_2_M004,Ses02M,2,private
train,1372,Ses02F_script01_2_M005,Ses02M,2,private
train,1373,Ses02F_script01_2_M006,Ses02M,2,private
train,1374,Ses02F_script01_2_M007,Ses02M,2,private
train,1375,Ses02F_script01_2_M008,Ses02M,2,private
train,1376,Ses02F_script01_2_M016,Ses02M,0,private
train,1377,Ses02F_script01_2_M017,Ses02M,0,private
train,1378,Ses02F_script01_2_M018,Ses02M,0,private
train,1379,Ses02F_script01_3_F009,Ses02F,3,private
train,1380,Ses02F_script01_3_F012,Ses02F,1,private
train,1381,Ses02F_script01_3_F013,Ses02F,1,private
train,1382,Ses02F_script01_3_F014,Ses02F,1,private
train,1383,Ses02F_script01_3_F016,Ses02F,1,private
train,1384,Ses02F_script01_3_F020,Ses02F,3,private
train,1385,Ses02F_script01_3_F021,Ses02F,3,private
train,1386,Ses02F_script01_3_F022,Ses02F,3,private
train,1387,Ses02F_script01_3_F023,Ses02F,3,private
train,1388,Ses02F_script01_3_F024,Ses02F,3,private
train,1389,Ses02F_script01_3_F025,Ses02F,3,private
train,1390,Ses02F_script01_3_F026,Ses02F,3,private
train,1391,Ses02F_script01_3_F029,Ses02F,1,private
train,1392,Ses02F_script01_3_M001,Ses02M,2,private
train,1393,Ses02F_script01_3_M010,Ses02M,1,private
train,1394,Ses02F_script01_3_M020,Ses02M,3,private
train,1395,Ses02F_script01_3_M021,Ses02M,3,private
train,1396,Ses02F_script01_3_M022,Ses02M,3,private
train,1397,Ses02F_script01_3_M023,Ses02M,3,private
train,1398,Ses02F_script01_3_M024,Ses02M,3,private
train,1399,Ses02F_script01_3_M025,Ses02M,3,private
train,1400,Ses02F_script01_3_M026,Ses02M,3,private
train,1401,Ses02F_script01_3_M027,Ses02M,3,private
train,1402,Ses02F_script01_3_M028,Ses02M,3,private
train,1403,Ses02F_script01_3_M029,Ses02M,3,private
train,1404,Ses02F_script01_3_M030,Ses02M,3,private
train,1405,Ses02F_script01_3_M031,Ses02M,3,private
train,1406,Ses02F_script01_3_M032,Ses02M,3,private
train,1407,Ses02F_script01_3_M033,Ses02M,3,private
train,1408,Ses02F_script01_3_M034,Ses02M,3,private
train,1409,Ses02F_script02_1_F001,Ses02F,2,private
train,1410,Ses02F_script02_1_F005,Ses02F,2,private
train,1411,Ses02F_script02_1_F019,Ses02F,2,private
train,1412,Ses02F_script02_1_F021,Ses02F,2,private
train,1413,Ses02F_script02_1_M000,Ses02M,1,private
train,1414,Ses02F_script02_1_M001,Ses02M,1,private
train,1415,Ses02F_script02_1_M002,Ses02M,1,private
train,1416,Ses02F_script02_1_M003,Ses02M,1,private
train,1417,Ses02F_script02_1_M004,Ses02M,1,private
train,1418,Ses02F_script02_1_M005,Ses02M,1,private
train,1419,Ses02F_script02_1_M006,Ses02M,1,private
train,1420,Ses02F_script02_1_M009,Ses02M,2,private
train,1421,Ses02F_script02_1_M010,Ses02M,2,private
train,1422,Ses02F_script02_1_M012,Ses02M,2,private
train,1423,Ses02F_script02_1_M013,Ses02M,2,private
train,1424,Ses02F_script02_1_M014,Ses02M,1,private
train,1425,Ses02F_script02_1_M015,Ses02M,1,private
train,1426,Ses02F_script02_1_M016,Ses02M,1,private
train,1427,Ses02F_script02_1_M017,Ses02M,2,private
train,1428,Ses02F_script02_1_M019,Ses02M,2,private
train,1429,Ses02F_script02_1_M020,Ses02M,2,private
train,1430,Ses02F_script02_1_M021,Ses02M,2,private
train,1431,Ses02F_script02_1_M024,Ses02M,1,private
train,1432,Ses02F_script02_1_M025,Ses02M,1,private
train,1433,Ses02F_script02_1_M026,Ses02M,1,private
train,1434,Ses02F_script02_1_M028,Ses02M,1,private
train,1435,Ses02F_script02_1_M031,Ses02M,2,private
train,1436,Ses02F_script02_1_M033,Ses02M,2,private
train,1437,Ses02F_script02_1_M035,Ses02M,1,private
train,1438,Ses02F_script02_1_M036,Ses02M,1,private
train,1439,Ses02F_script02_1_M039,Ses02M,1,private
train,1440,Ses02F_script02_1_M040,Ses02M,1,private
train,1441,Ses02F_script02_1_M041,Ses02M,1,private
train,1442,Ses02F_script02_1_M042,Ses02M,1,private
train,1443,Ses02F_script02_1_M043,Ses02M,2,private
train,1444,Ses02F_script02_1_M044,Ses02M,2,private
train,1445,Ses02F_script02_2_F000,Ses02F,2,private
train,1446,Ses02F_script02_2_F005,Ses02F,0,private
train,1447,Ses02F_script02_2_F006,Ses02F,0,private
train,1448,Ses02F_script02_2_F011,Ses02F,0,private
train,1449,Ses02F_script02_2_F015,Ses02F,3,private
train,1450,Ses02F_script02_2_F016,Ses02F,3,private
train,1451,Ses02F_script02_2_F017,Ses02F,3,private
train,1452,Ses02F_script02_2_F018,Ses02F,3,private
train,1453,Ses02F_script02_2_F019,Ses02F,3,private
train,1454,Ses02F_script02_2_F020,Ses02F,3,private
train,1455,Ses02F_script02_2_F021,Ses02F,3,private
train,1456,Ses02F_script02_2_F022,Ses02F,3,private
train,1457,Ses02F_script02_2_F024,Ses02F,3,private
train,1458,Ses02F_script02_2_F031,Ses02F,3,private
train,1459,Ses02F_script02_2_F033,Ses02F,3,private
train,1460,Ses02F_script02_2_F034,Ses02F,3,private
train,1461,Ses02F_script02_2_F035,Ses02F,3,private
train,1462,Ses02F_script02_2_F038,Ses02F,3,private
train,1463,Ses02F_script02_2_F041,Ses02F,1,private
train,1464,Ses02F_script02_2_F042,Ses02F,1,private
train,1465,Ses02F_script02_2_F043,Ses02F,1,private
train,1466,Ses02F_script02_2_F044,Ses02F,3,private
train,1467,Ses02F_script02_2_F045,Ses02F,1,private
train,1468,Ses02F_script02_2_M000,Ses02M,1,private
train,1469,Ses02F_script02_2_M001,Ses02M,2,private
train,1470,Ses02F_script02_2_M002,Ses02M,2,private
train,1471,Ses02F_script02_2_M003,Ses02M,2,private
train,1472,Ses02F_script02_2_M005,Ses02M,2,private
train,1473,Ses02F_script02_2_M007,Ses02M,2,private
train,1474,Ses02F_script02_2_M009,Ses02M,2,private
train,1475,Ses02F_script02_2_M010,Ses02M,2,private
train,1476,Ses02F_script02_2_M013,Ses02M,2,private
train,1477,Ses02F_script02_2_M016,Ses02M,2,private
train,1478,Ses02F_script02_2_M017,Ses02M,2,private
train,1479,Ses02F_script02_2_M018,Ses02M,2,private
train,1480,Ses02F_script02_2_M019,Ses02M,2,private
train,1481,Ses02F_script02_2_M020,Ses02M,2,private
train,1482,Ses02F_script02_2_M021,Ses02M,2,private
train,1483,Ses02F_script02_2_M022,Ses02M,2,private
train,1484,Ses02F_script02_2_M023,Ses02M,2,private
train,1485,Ses02F_script02_2_M029,Ses02M,0,private
train,1486,Ses02F_script02_2_M031,Ses02M,3,private
train,1487,Ses02F_script02_2_M033,Ses02M,2,private
train,1488,Ses02F_script02_2_M034,Ses02M,2,private
train,1489,Ses02F_script02_2_M035,Ses02M,3,private
train,1490,Ses02F_script02_2_M036,Ses02M,3,private
train,1491,Ses02F_script02_2_M037,Ses02M,3,private
train,1492,Ses02F_script02_2_M038,Ses02M,3,private
train,1493,Ses02F_script02_2_M041,Ses02M,1,private
train,1494,Ses02F_script02_2_M042,Ses02M,1,private
train,1495,Ses02F_script02_2_M043,Ses02M,1,private
train,1496,Ses02F_script02_2_M045,Ses02M,1,private
train,1497,Ses02F_script02_2_M046,Ses02M,1,private
train,1498,Ses02F_script03_1_F005,Ses02F,1,private
train,1499,Ses02F_script03_1_F006,Ses02F,1,private
train,1500,Ses02F_script03_1_F007,Ses02F,1,private
train,1501,Ses02F_script03_1_F008,Ses02F,1,private
train,1502,Ses02F_script03_1_F009,Ses02F,1,private
train,1503,Ses02F_script03_1_F010,Ses02F,1,private
train,1504,Ses02F_script03_1_F012,Ses02F,2,private
train,1505,Ses02F_script03_1_F013,Ses02F,2,private
train,1506,Ses02F_script03_1_F014,Ses02F,2,private
train,1507,Ses02F_script03_1_F015,Ses02F,2,private
train,1508,Ses02F_script03_1_F016,Ses02F,2,private
train,1509,Ses02F_script03_1_F017,Ses02F,2,private
train,1510,Ses02F_script03_1_F019,Ses02F,1,private
train,1511,Ses02F_script03_1_F020,Ses02F,1,private
train,1512,Ses02F_script03_1_F021,Ses02F,1,private
train,1513,Ses02F_script03_1_F022,Ses02F,1,private
train,1514,Ses02F_script03_1_F023,Ses02F,1,private
train,1515,Ses02F_script03_1_F024,Ses02F,1,private
train,1516,Ses02F_script03_1_F025,Ses02F,1,private
train,1517,Ses02F_script03_1_F026,Ses02F,1,private
train,1518,Ses02F_script03_1_F027,Ses02F,2,private
train,1519,Ses02F_script03_1_F028,Ses02F,1,private
